gene	aRRA	aRRA p_value	aRRA FDR	significant	# sgRNAs	# signif. sgRNAs	avg. logFC
RELB	0.013884499761	0.082	0.928789101917	False	6	1	-0.913727920884
ZNF330	0.013884499761	0.082	0.928789101917	False	6	1	-1.18497364691
CYP24A1	0.013884499761	0.082	0.928789101917	False	6	1	-0.310516115976
SLC45A4	0.013884499761	0.082	0.928789101917	False	6	1	-0.1191988912
FADD	0.013884499761	0.082	0.928789101917	False	6	1	-1.06086562091
UPF1	0.013884499761	0.082	0.928789101917	False	6	1	-1.97448991374
TMBIM4	0.013884499761	0.082	0.928789101917	False	6	1	-1.24674811875
ACADSB	0.013884499761	0.082	0.928789101917	False	6	1	-0.383948868885
B9D2	0.013884499761	0.082	0.928789101917	False	6	1	-1.14235070654
SH2D4A	0.013884499761	0.082	0.928789101917	False	6	1	-0.290428176871
TNNI3K	0.013884499761	0.082	0.928789101917	False	6	1	-0.528275461452
EWSR1	0.013884499761	0.082	0.928789101917	False	6	1	-1.41762445887
TNFSF15	0.013884499761	0.082	0.928789101917	False	6	1	-0.866357990662
VPS51	0.013884499761	0.082	0.928789101917	False	6	1	-1.60286689489
DNAJC16	0.013884499761	0.082	0.928789101917	False	6	1	-1.69451081752
OR11L1	0.013884499761	0.082	0.928789101917	False	6	1	-2.17860547538
SLC9B1	0.013884499761	0.082	0.928789101917	False	6	1	0.041487692642
PRSS2	0.013884499761	0.082	0.928789101917	False	6	1	-0.233144049375
RHAG	0.013884499761	0.082	0.928789101917	False	6	1	-1.5712910924
hsa-mir-224	0.013884499761	0.082	0.928789101917	False	4	1	0.311070263781
OR2Z1	0.013884499761	0.082	0.928789101917	False	6	1	0.0154796143569
GP2	0.013884499761	0.082	0.928789101917	False	6	1	-1.02106110655
SYNM	0.013884499761	0.082	0.928789101917	False	6	1	-1.48573660211
CNPY2	0.013884499761	0.082	0.928789101917	False	6	1	-0.566811547594
ZSCAN4	0.013884499761	0.082	0.928789101917	False	6	1	-0.810073337721
OR8U8	0.013884499761	0.082	0.928789101917	False	6	1	-0.183060979301
KRTAP19-5	0.013884499761	0.082	0.928789101917	False	6	1	-0.961176084238
FAM214B	0.013884499761	0.082	0.928789101917	False	6	1	-1.16740126253
ARHGAP27	0.013884499761	0.082	0.928789101917	False	6	1	-0.540985775107
GRASP	0.013884499761	0.082	0.928789101917	False	6	1	-0.615381809044
ZNF134	0.013884499761	0.082	0.928789101917	False	6	1	-1.16429954146
ACOX3	0.013884499761	0.082	0.928789101917	False	6	1	-0.664643868449
RECK	0.013884499761	0.082	0.928789101917	False	6	1	-1.70982036264
SPTBN1	0.013884499761	0.082	0.928789101917	False	6	1	-1.94372902306
PRF1	0.013884499761	0.082	0.928789101917	False	6	1	-1.20046759004
TTBK1	0.013884499761	0.082	0.928789101917	False	6	1	-0.0734087753227
hsa-let-7c	0.013884499761	0.082	0.928789101917	False	4	1	-0.512777796625
TMEM259	0.013884499761	0.082	0.928789101917	False	6	1	-0.82997169949
PLEKHS1	0.013884499761	0.082	0.928789101917	False	6	1	-0.464452634044
OMG	0.013884499761	0.082	0.928789101917	False	6	1	-2.2934460262
ARL11	0.013884499761	0.082	0.928789101917	False	6	1	-1.24075854645
CD177	0.013884499761	0.082	0.928789101917	False	6	1	-0.0784558302972
NTSR2	0.013884499761	0.082	0.928789101917	False	6	1	-0.756884053787
TULP3	0.013884499761	0.082	0.928789101917	False	6	1	-0.720104333538
PRRX1	0.013884499761	0.082	0.928789101917	False	6	1	-1.13147340047
NRBP2	0.013884499761	0.082	0.928789101917	False	6	1	-0.395815150349
DCAF8L2	0.013884499761	0.082	0.928789101917	False	6	1	-1.9872220142
SLC30A10	0.013884499761	0.082	0.928789101917	False	6	1	-1.56336835494
hsa-mir-6754	0.013884499761	0.082	0.928789101917	False	4	1	0.139903766235
LCE2A	0.013884499761	0.082	0.928789101917	False	6	1	-0.21700670289
NOS1	0.013884499761	0.082	0.928789101917	False	6	1	-1.18739699826
CCDC74A	0.013884499761	0.082	0.928789101917	False	6	1	0.050038849132
FER	0.013884499761	0.082	0.928789101917	False	6	1	-0.755366775394
DISP1	0.013884499761	0.082	0.928789101917	False	6	1	-0.769214204298
ABCD1	0.013884499761	0.082	0.928789101917	False	6	1	-0.518364070149
HLA-DMA	0.013884499761	0.082	0.928789101917	False	6	1	-1.44053308194
CCNO	0.013884499761	0.082	0.928789101917	False	6	1	-0.508434532178
LRIG2	0.013884499761	0.082	0.928789101917	False	6	1	-1.0639934364
PIAS4	0.013884499761	0.082	0.928789101917	False	6	1	-1.17556009697
TEX30	0.013884499761	0.082	0.928789101917	False	6	1	-0.535467627029
IFNK	0.013884499761	0.082	0.928789101917	False	6	1	-1.26896293684
BCAP31	0.013884499761	0.082	0.928789101917	False	6	1	-1.37992743517
GATM	0.013884499761	0.082	0.928789101917	False	6	1	-0.541591981463
WNT5B	0.013884499761	0.082	0.928789101917	False	6	1	-1.45600021498
ZNF396	0.013884499761	0.082	0.928789101917	False	6	1	-0.627161587311
SLC25A20	0.013884499761	0.082	0.928789101917	False	6	1	-1.09866707976
SMTN	0.013884499761	0.082	0.928789101917	False	6	1	-1.35431195474
NEFL	0.013884499761	0.082	0.928789101917	False	6	1	-1.38510535083
hsa-mir-3939	0.013884499761	0.082	0.928789101917	False	4	1	-0.540204943004
DPY30	0.013884499761	0.082	0.928789101917	False	6	1	-1.1164911615
ADAMTS10	0.013884499761	0.082	0.928789101917	False	6	1	0.204798673683
hsa-mir-4299	0.013884499761	0.082	0.928789101917	False	4	1	-0.323014699823
TRAF7	0.013884499761	0.082	0.928789101917	False	6	1	-0.497223645333
CEP44	0.013884499761	0.082	0.928789101917	False	6	1	-0.929921470608
BTBD17	0.013884499761	0.082	0.928789101917	False	6	1	-1.81787146743
RNASEK	0.013884499761	0.082	0.928789101917	False	6	1	-1.17366275019
OR5AS1	0.013884499761	0.082	0.928789101917	False	6	1	-1.10368471264
RAMP2	0.013884499761	0.082	0.928789101917	False	6	1	0.00316249545122
ATAD3C	0.013884499761	0.082	0.928789101917	False	6	1	-0.368380356655
NDUFB7	0.013884499761	0.082	0.928789101917	False	6	1	-0.706454139023
hsa-mir-4474	0.013884499761	0.082	0.928789101917	False	4	1	-0.426075401197
HIC1	0.013884499761	0.082	0.928789101917	False	6	1	-0.359239118309
RXRB	0.013884499761	0.082	0.928789101917	False	6	1	-0.905970568504
ABCA4	0.013884499761	0.082	0.928789101917	False	6	1	0.263407466876
INTS3	0.013884499761	0.082	0.928789101917	False	6	1	-0.699457695005
OR5M11	0.013884499761	0.082	0.928789101917	False	6	1	-0.203210789503
STK38	0.013884499761	0.082	0.928789101917	False	6	1	-1.59942368574
ETV7	0.013884499761	0.082	0.928789101917	False	6	1	-0.127385932912
SP3	0.013884499761	0.082	0.928789101917	False	6	1	-0.503421215275
GALR2	0.013884499761	0.082	0.928789101917	False	6	1	-0.592635175687
MRPL20	0.013884499761	0.082	0.928789101917	False	6	1	-1.27964880151
MYO1F	0.013884499761	0.082	0.928789101917	False	6	1	-1.89913787123
BCR	0.013884499761	0.082	0.928789101917	False	6	1	-0.275400022834
CAP1	0.013884499761	0.082	0.928789101917	False	6	1	-0.589004844485
MPI	0.013884499761	0.082	0.928789101917	False	6	1	-0.0234296062747
hsa-mir-636	0.013884499761	0.082	0.928789101917	False	4	1	0.577903652837
COQ7	0.013884499761	0.082	0.928789101917	False	6	1	-0.458691518917
GPR101	0.013884499761	0.082	0.928789101917	False	6	1	-0.619025897512
FAM118A	0.013884499761	0.082	0.928789101917	False	6	1	-0.73630653789
ACTR2	0.013884499761	0.082	0.928789101917	False	6	1	-0.494393778843
HIPK2	0.013884499761	0.082	0.928789101917	False	6	1	-0.901693927412
S100A4	0.013884499761	0.082	0.928789101917	False	6	1	-0.680855404832
TCFL5	0.013884499761	0.082	0.928789101917	False	6	1	-0.442030182839
FAM208A	0.013884499761	0.082	0.928789101917	False	6	1	-1.22181344757
DPPA2	0.013884499761	0.082	0.928789101917	False	6	1	-0.413970278231
hsa-mir-378d-1	0.013884499761	0.082	0.928789101917	False	4	1	-0.210142451297
SYNGR3	0.013884499761	0.082	0.928789101917	False	6	1	0.0661942337871
RAB28	0.013884499761	0.082	0.928789101917	False	6	1	-1.64762327428
ELK3	0.013884499761	0.082	0.928789101917	False	6	1	-1.5779147942
PER1	0.013884499761	0.082	0.928789101917	False	6	1	-0.986689291482
hsa-mir-6075	0.013884499761	0.082	0.928789101917	False	4	1	-0.0179449862155
FSCN3	0.013884499761	0.082	0.928789101917	False	6	1	-0.930819111001
NRDE2	0.013884499761	0.082	0.928789101917	False	6	1	-0.790251870549
ZSCAN29	0.013884499761	0.082	0.928789101917	False	6	1	-0.766008348055
ANKZF1	0.013884499761	0.082	0.928789101917	False	6	1	-0.824325581593
BUB1B	0.013884499761	0.082	0.928789101917	False	6	1	-1.49966111442
OR13C5	0.013884499761	0.082	0.928789101917	False	6	1	-1.49225431561
FCGRT	0.013884499761	0.082	0.928789101917	False	6	1	-1.54026620198
FGFR4	0.013884499761	0.082	0.928789101917	False	6	1	-2.24839425509
NT5C2	0.013884499761	0.082	0.928789101917	False	6	1	-0.273211138006
SLC26A10	0.013884499761	0.082	0.928789101917	False	6	1	-2.48371178001
PAPL	0.013884499761	0.082	0.928789101917	False	6	1	-0.141970509995
C17orf97	0.013884499761	0.082	0.928789101917	False	6	1	-0.170482521337
SNTB1	0.013884499761	0.082	0.928789101917	False	6	1	-1.45210722583
NPRL3	0.013884499761	0.082	0.928789101917	False	6	1	-0.785388823263
LOC554223	0.013884499761	0.082	0.928789101917	False	6	1	-1.11327712071
C19orf70	0.013884499761	0.082	0.928789101917	False	6	1	-1.6573997975
ZNF714	0.013884499761	0.082	0.928789101917	False	6	1	-0.204155829241
TIGD3	0.013884499761	0.082	0.928789101917	False	6	1	-0.312762461848
PROCA1	0.013884499761	0.082	0.928789101917	False	6	1	-1.29019285254
EPHX3	0.013884499761	0.082	0.928789101917	False	6	1	-1.90913195303
ARHGAP35	0.013884499761	0.082	0.928789101917	False	6	1	-1.79512205617
PRKAB1	0.013884499761	0.082	0.928789101917	False	6	1	-1.02803289612
TPPP2	0.013884499761	0.082	0.928789101917	False	6	1	-0.967172094936
PEX14	0.013884499761	0.082	0.928789101917	False	6	1	-1.89943196723
ALS2	0.013884499761	0.082	0.928789101917	False	6	1	-0.480609275029
OSBPL7	0.013884499761	0.082	0.928789101917	False	6	1	-0.124849395635
hsa-mir-5697	0.013884499761	0.082	0.928789101917	False	4	1	-1.45628678285
CCL2	0.013884499761	0.082	0.928789101917	False	6	1	-0.306945646487
CCL5	0.013884499761	0.082	0.928789101917	False	6	1	-2.15174443344
TMEM191C	0.013884499761	0.082	0.928789101917	False	6	1	-0.839787709547
FREM1	0.013884499761	0.082	0.928789101917	False	6	1	0.562346148478
OR10A2	0.013884499761	0.082	0.928789101917	False	6	1	-1.48580107087
MRPL52	0.013884499761	0.082	0.928789101917	False	6	1	0.213858888787
SOX12	0.013884499761	0.082	0.928789101917	False	6	1	0.137989952922
HGF	0.013884499761	0.082	0.928789101917	False	6	1	-0.807656028886
FAM173A	0.013884499761	0.082	0.928789101917	False	6	1	-0.503265750059
OR1A2	0.013884499761	0.082	0.928789101917	False	6	1	-0.985594229829
ADAMTS14	0.013884499761	0.082	0.928789101917	False	6	1	-1.29802708146
C1orf226	0.013884499761	0.082	0.928789101917	False	6	1	-0.426673682621
TMEM176A	0.013884499761	0.082	0.928789101917	False	6	1	-1.23638148322
ANKRD26	0.013884499761	0.082	0.928789101917	False	6	1	-1.14126409687
MC4R	0.013884499761	0.082	0.928789101917	False	6	1	-1.30187119264
FIGNL1	0.013884499761	0.082	0.928789101917	False	6	1	-0.852748877849
CTR9	0.013884499761	0.082	0.928789101917	False	6	1	-1.57028510888
C16orf3	0.013884499761	0.082	0.928789101917	False	6	1	-1.59158095324
FAM83G	0.013884499761	0.082	0.928789101917	False	6	1	-0.986491266412
OR1I1	0.013884499761	0.082	0.928789101917	False	6	1	-0.297819011663
ZBTB2	0.013884499761	0.082	0.928789101917	False	6	1	-0.733946905064
SLC6A3	0.013884499761	0.082	0.928789101917	False	6	1	-0.580751782104
NELL2	0.013884499761	0.082	0.928789101917	False	6	1	-0.609865020686
OR11H2	0.013884499761	0.082	0.928789101917	False	6	1	-0.213786731204
ACADVL	0.013884499761	0.082	0.928789101917	False	6	1	-0.822967902769
LURAP1L	0.013884499761	0.082	0.928789101917	False	6	1	-0.84125340226
INHBC	0.013884499761	0.082	0.928789101917	False	6	1	-2.66135640057
ZFP106	0.013884499761	0.082	0.928789101917	False	6	1	-2.38768358385
AGTR1	0.013884499761	0.082	0.928789101917	False	6	1	-0.85274967959
ABCC8	0.013884499761	0.082	0.928789101917	False	6	1	-1.17842392806
DDX3X	0.013884499761	0.082	0.928789101917	False	6	1	-1.2663813208
EIF2B4	0.013884499761	0.082	0.928789101917	False	6	1	-0.407483906095
FAM160B2	0.013884499761	0.082	0.928789101917	False	6	1	-1.06638183409
PLVAP	0.013884499761	0.082	0.928789101917	False	6	1	0.941687341541
hsa-mir-6839	0.013884499761	0.082	0.928789101917	False	4	1	-0.0387109266085
SPAG17	0.013884499761	0.082	0.928789101917	False	6	1	-0.27480305205
E2F5	0.013884499761	0.082	0.928789101917	False	6	1	-2.4150480505
hsa-mir-7162	0.013884499761	0.082	0.928789101917	False	4	1	-0.481611013645
LIPJ	0.013884499761	0.082	0.928789101917	False	6	1	-1.05492403202
HDC	0.013884499761	0.082	0.928789101917	False	6	1	-1.57679662478
COX7A1	0.013884499761	0.082	0.928789101917	False	6	1	-0.596324642361
ZNF439	0.013884499761	0.082	0.928789101917	False	6	1	0.326741642828
NKX2-4	0.013884499761	0.082	0.928789101917	False	6	1	-1.14768690873
LOC100129361	0.013884499761	0.082	0.928789101917	False	6	1	-0.454885104728
COX6B1	0.013884499761	0.082	0.928789101917	False	6	1	-0.975152495406
GPER	0.013884499761	0.082	0.928789101917	False	6	1	-0.731551589991
GUSB	0.013884499761	0.082	0.928789101917	False	6	1	-2.16160871883
BBS1	0.013884499761	0.082	0.928789101917	False	6	1	-1.18373851636
hsa-mir-548g	0.013884499761	0.082	0.928789101917	False	2	1	0.154525206152
SUB1	0.013884499761	0.082	0.928789101917	False	6	1	0.0454325039786
MAPKAP1	0.013884499761	0.082	0.928789101917	False	6	1	-0.61116486763
STYK1	0.013884499761	0.082	0.928789101917	False	6	1	-0.962974115335
MTMR1	0.013884499761	0.082	0.928789101917	False	6	1	-0.561850121911
SGSM3	0.013884499761	0.082	0.928789101917	False	6	1	-1.25602308224
PPIL3	0.013884499761	0.082	0.928789101917	False	6	1	0.000812032738316
DTX1	0.013884499761	0.082	0.928789101917	False	6	1	0.514190742749
TLR1	0.013884499761	0.082	0.928789101917	False	6	1	-1.07977510357
DERA	0.013884499761	0.082	0.928789101917	False	6	1	-0.616795391793
ZNF862	0.013884499761	0.082	0.928789101917	False	6	1	-3.12922465958
MGME1	0.013884499761	0.082	0.928789101917	False	6	1	-1.99488056939
CABYR	0.013884499761	0.082	0.928789101917	False	6	1	0.0153255438636
WIPF1	0.013884499761	0.082	0.928789101917	False	6	1	0.446607518413
CHEK2	0.013884499761	0.082	0.928789101917	False	6	1	-0.869093854358
RAI14	0.013884499761	0.082	0.928789101917	False	6	1	-2.07593961507
PNPLA2	0.013884499761	0.082	0.928789101917	False	6	1	-0.904852026635
METTL5	0.013884499761	0.082	0.928789101917	False	6	1	-1.02699079699
SLC41A1	0.013884499761	0.082	0.928789101917	False	6	1	-2.28711865999
RNF185	0.013884499761	0.082	0.928789101917	False	6	1	-1.19797881108
hsa-mir-4252	0.013884499761	0.082	0.928789101917	False	4	1	0.375704137623
C2orf78	0.013884499761	0.082	0.928789101917	False	6	1	-0.514927237561
AP1G2	0.013884499761	0.082	0.928789101917	False	6	1	0.998194762776
BDKRB2	0.013884499761	0.082	0.928789101917	False	6	1	-0.0557979638637
CHPT1	0.013884499761	0.082	0.928789101917	False	6	1	-0.986665950486
hsa-mir-875	0.013884499761	0.082	0.928789101917	False	4	1	0.910663772827
CWC27	0.013884499761	0.082	0.928789101917	False	6	1	-1.80187459626
RSBN1L	0.013884499761	0.082	0.928789101917	False	6	1	-0.90762134074
GPR33	0.013884499761	0.082	0.928789101917	False	6	1	-0.136787022765
ADPRHL2	0.013884499761	0.082	0.928789101917	False	6	1	-0.325579782412
PARVA	0.013884499761	0.082	0.928789101917	False	6	1	-0.0613103970611
DAW1	0.0150999505717	0.082	0.928789101917	False	6	1	-1.97450537456
SYT4	0.0151202080852	0.082	0.928789101917	False	6	1	-0.00516876596091
NKD2	0.015136414096	0.082	0.928789101917	False	6	1	-1.58453586119
DNASE1L3	0.015136414096	0.082	0.928789101917	False	6	1	-1.27204415743
CHIC2	0.0151688261176	0.082	0.928789101917	False	6	1	0.0471039200234
TAC4	0.0151688261176	0.082	0.928789101917	False	6	1	-0.406645192283
GJA9	0.0151688261176	0.082	0.928789101917	False	6	1	0.0933453392836
hsa-mir-6866	0.0151931351338	0.082	0.928789101917	False	4	1	0.00262877323539
OR5AU1	0.0152012381392	0.082	0.928789101917	False	6	1	0.38956807216
NGRN	0.0152093411446	0.082	0.928789101917	False	6	1	-1.65933701993
PRG3	0.01521744415	0.082	0.928789101917	False	6	1	-1.24687127248
ALG12	0.0152417531662	0.082	0.928789101917	False	6	1	-1.34834339004
C17orf100	0.0152539076744	0.082	0.928789101917	False	6	1	-1.43119587886
hsa-mir-939	0.0152539076744	0.082	0.928789101917	False	4	1	0.702357103824
RBAK-LOC389458	0.0152741651879	0.082	0.928789101917	False	6	1	0.124970546506
CCDC62	0.0152822681933	0.082	0.928789101917	False	6	1	-0.452806527618
OR7C1	0.0152984742041	0.082	0.928789101917	False	6	1	-0.0433793775477
MGAT1	0.0153227832203	0.082	0.928789101917	False	6	1	-1.71355732631
CDC42EP5	0.015476740323	0.082	0.928789101917	False	6	1	-1.06396515754
WHSC1	0.015476740323	0.082	0.928789101917	False	6	1	-0.735796999669
NTN5	0.015476740323	0.082	0.928789101917	False	6	1	-1.44497477652
KRT6C	0.015476740323	0.082	0.928789101917	False	6	1	-0.5748035969
GLG1	0.015476740323	0.082	0.928789101917	False	6	1	-1.50689325091
HKR1	0.015476740323	0.082	0.928789101917	False	6	1	-2.07643128759
HSPA1L	0.015476740323	0.082	0.928789101917	False	6	1	-1.47992265399
PTGIS	0.015476740323	0.082	0.928789101917	False	6	1	-1.04639184831
TM7SF2	0.015476740323	0.082	0.928789101917	False	6	1	-0.778530838021
DMD	0.015476740323	0.082	0.928789101917	False	6	1	0.052966663665
HILPDA	0.015476740323	0.082	0.928789101917	False	6	1	0.363772055993
CCM2	0.015476740323	0.082	0.928789101917	False	6	1	-1.21606278629
COQ10B	0.015476740323	0.082	0.928789101917	False	6	1	-0.675893708636
RHOB	0.015476740323	0.082	0.928789101917	False	6	1	-1.04473212881
DNAH6	0.015476740323	0.082	0.928789101917	False	6	1	-1.54864588709
NUDT16	0.015476740323	0.082	0.928789101917	False	6	1	-1.41759542499
TRPV6	0.015476740323	0.082	0.928789101917	False	6	1	-0.918782909521
APTX	0.015476740323	0.082	0.928789101917	False	6	1	-0.937619496392
KCNJ4	0.015476740323	0.082	0.928789101917	False	6	1	-0.562497013677
GABBR1	0.015476740323	0.082	0.928789101917	False	6	1	-1.51178734967
GNL1	0.015476740323	0.082	0.928789101917	False	6	1	-1.66374579756
TXNRD3NB	0.015476740323	0.082	0.928789101917	False	6	1	-1.33518175773
BCAP29	0.015476740323	0.082	0.928789101917	False	6	1	-1.23028121893
NDUFS3	0.015476740323	0.082	0.928789101917	False	6	1	-0.138635232548
ASIC5	0.015476740323	0.082	0.928789101917	False	6	1	-1.67947892573
HS2ST1	0.015476740323	0.082	0.928789101917	False	6	1	-1.11286323314
CDK1	0.015476740323	0.082	0.928789101917	False	6	1	-1.17670489477
hsa-mir-936	0.015476740323	0.082	0.928789101917	False	4	1	-0.416258095039
OIT3	0.0156144914149	0.082	0.928789101917	False	6	1	-0.869425727363
OR8D1	0.0156225944203	0.082	0.928789101917	False	6	1	-1.12079837793
TRIP13	0.0156306974257	0.082	0.928789101917	False	6	1	-0.932277090385
S1PR4	0.0157846545284	0.084	0.928789101917	False	6	1	-0.200640338649
MPDU1	0.0157846545284	0.084	0.928789101917	False	6	1	-1.52778400554
HIST3H2BB	0.0157846545284	0.084	0.928789101917	False	6	1	-2.06659488639
MAGEH1	0.0157846545284	0.084	0.928789101917	False	6	1	0.338049942268
BOC	0.0157846545284	0.084	0.928789101917	False	6	1	-1.10971613492
SAMD4B	0.0157846545284	0.084	0.928789101917	False	6	1	-0.488314936562
TCTEX1D4	0.0157846545284	0.084	0.928789101917	False	6	1	-1.19284925487
SPAST	0.0157846545284	0.084	0.928789101917	False	6	1	-0.699825820076
PENK	0.0157846545284	0.084	0.928789101917	False	6	1	-2.09259118609
ZNF512	0.0157846545284	0.084	0.928789101917	False	6	1	-1.54890225997
CHRNA2	0.0157846545284	0.084	0.928789101917	False	6	1	-0.745025182168
ZNF81	0.0157846545284	0.084	0.928789101917	False	6	1	0.025150131329
ZNF84	0.0157846545284	0.084	0.928789101917	False	6	1	-1.77292831384
F13A1	0.0157846545284	0.084	0.928789101917	False	6	1	0.0316846752046
ZNF532	0.0157846545284	0.084	0.928789101917	False	6	1	-0.997319920253
TTC31	0.0157846545284	0.084	0.928789101917	False	6	1	0.391724578292
MYCBPAP	0.0157846545284	0.084	0.928789101917	False	6	1	-0.297992082806
G6PC3	0.0157846545284	0.084	0.928789101917	False	6	1	-0.445382326733
SGCG	0.0157846545284	0.084	0.928789101917	False	6	1	-1.53911483101
ZNF354A	0.0157846545284	0.084	0.928789101917	False	6	1	-1.48422251682
ANKS6	0.0157846545284	0.084	0.928789101917	False	6	1	-0.734849358618
TFB1M	0.0157846545284	0.084	0.928789101917	False	6	1	-1.34541303597
C1orf186	0.0157846545284	0.084	0.928789101917	False	6	1	-0.460163345548
C15orf39	0.0157846545284	0.084	0.928789101917	False	6	1	-2.11293615557
IFNAR1	0.0157846545284	0.084	0.928789101917	False	6	1	-0.271236396625
C9orf92	0.0157846545284	0.084	0.928789101917	False	6	1	-0.765902930677
WBP4	0.0157846545284	0.084	0.928789101917	False	6	1	-1.75165785853
NR1I2	0.0157846545284	0.084	0.928789101917	False	6	1	-0.667312492278
LRRC70	0.0157846545284	0.084	0.928789101917	False	6	1	-0.363247511529
TCP10L2	0.0157846545284	0.084	0.928789101917	False	6	1	-0.0600393438565
hsa-mir-526a-2	0.0157846545284	0.084	0.928789101917	False	4	1	0.0441142512803
FKBP7	0.0157846545284	0.084	0.928789101917	False	6	1	-2.09273677655
VWA8	0.0159507661392	0.084	0.928789101917	False	6	1	-2.00123027963
TREX1	0.0159507661392	0.084	0.928789101917	False	6	1	0.18358016695
hsa-mir-345	0.0159507661392	0.084	0.928789101917	False	4	1	0.186405125577
VASP	0.0159710236527	0.084	0.928789101917	False	6	1	0.402976289691
IRX3	0.0159791266581	0.084	0.928789101917	False	6	1	-0.163669908613
HADHA	0.0159872296635	0.084	0.928789101917	False	6	1	-1.30164809274
XAGE3	0.0159953326689	0.084	0.928789101917	False	6	1	-0.34756718861
STS	0.0160034356743	0.084	0.928789101917	False	6	1	-0.798936500437
CCK	0.0160155901824	0.084	0.928789101917	False	6	1	-0.981482289686
THSD7B	0.0160277446905	0.084	0.928789101917	False	6	1	-2.36867583465
HDGFL1	0.0160358476959	0.084	0.928789101917	False	6	1	-0.315137498949
GPX6	0.0160439507013	0.084	0.928789101917	False	6	1	-1.13083444149
hsa-mir-7158	0.0160520537067	0.084	0.928789101917	False	4	1	0.235768831586
PTCRA	0.0160601567121	0.084	0.928789101917	False	6	1	0.126352472046
MARC2	0.0160682597175	0.084	0.928789101917	False	6	1	-0.245255671529
MRRF	0.0161006717391	0.084	0.928789101917	False	6	1	0.0249278850314
MYL6B	0.0161006717391	0.084	0.928789101917	False	6	1	-2.8277062955
DGKZ	0.0161006717391	0.084	0.928789101917	False	6	1	-0.419734705496
TBL1Y	0.0161006717391	0.084	0.928789101917	False	6	1	-0.587675225493
KCNK2	0.0161371352635	0.084	0.928789101917	False	6	1	-0.956623207953
hsa-mir-4420	0.0161371352635	0.084	0.928789101917	False	4	1	0.832909384239
H1FNT	0.0161371352635	0.084	0.928789101917	False	6	1	-0.806324457647
OR4C11	0.0161371352635	0.084	0.928789101917	False	6	1	-1.71438565205
STK17A	0.016157392777	0.084	0.928789101917	False	6	1	-0.460471683657
LGALS12	0.0161857532959	0.084	0.928789101917	False	6	1	0.250716134822
ALOX5AP	0.0161857532959	0.084	0.928789101917	False	6	1	-1.05125524625
LIMA1	0.0161857532959	0.084	0.928789101917	False	6	1	-1.09880272348
PRSS45	0.0161857532959	0.084	0.928789101917	False	6	1	-0.0590651089423
GPR32	0.0161857532959	0.084	0.928789101917	False	6	1	-0.524150719521
PAPPA	0.0162222168202	0.084	0.928789101917	False	6	1	-1.40930336041
SCN8A	0.0162343713283	0.084	0.928789101917	False	6	1	-2.3741071888
LTA	0.0162343713283	0.084	0.928789101917	False	6	1	-0.553061979096
FNDC7	0.0162505773391	0.084	0.928789101917	False	6	1	-0.616806026385
GLI1	0.0162708348526	0.085	0.935128012048	False	6	1	-0.0130729512563
GRK6	0.0162870408635	0.085	0.935128012048	False	6	1	-1.14686244544
MYH9	0.0162951438689	0.085	0.935128012048	False	6	1	-1.78848078994
WFDC12	0.016307298377	0.085	0.935128012048	False	6	1	-0.377300801079
MAP7	0.0163194528851	0.085	0.935128012048	False	6	1	-1.38696200834
ABCC2	0.0163275558905	0.085	0.935128012048	False	6	1	-0.333326976689
PRMT5	0.0163356588959	0.085	0.935128012048	False	6	1	-0.00396246886571
CCL19	0.0163437619013	0.085	0.935128012048	False	6	1	-1.48500618669
RBM26	0.0163518649067	0.085	0.935128012048	False	6	1	-1.35879064614
L3MBTL2	0.0163599679121	0.085	0.935128012048	False	6	1	-0.707502821337
PRSS35	0.0163680709175	0.086	0.944706766917	False	6	1	-2.42026048798
RESP18	0.0163761739229	0.086	0.944706766917	False	6	1	-1.69776590317
ZNF626	0.0163842769283	0.086	0.944706766917	False	6	1	-0.617218692249
SLC7A6OS	0.0184140797822	0.106	0.945352941176	False	6	1	-0.591417158494
C2orf88	0.0184140797822	0.106	0.945352941176	False	6	1	-1.21702679221
ETHE1	0.0184140797822	0.106	0.945352941176	False	6	1	-0.595839003974
TAP1	0.0184140797822	0.106	0.945352941176	False	6	1	0.212323228324
LRIF1	0.0184140797822	0.106	0.945352941176	False	6	1	-1.78869407016
SLC17A3	0.0184140797822	0.106	0.945352941176	False	6	1	-1.39100529374
MTCH1	0.0184140797822	0.106	0.945352941176	False	6	1	-0.278367627224
SMPD2	0.0184140797822	0.106	0.945352941176	False	6	1	-1.54912890088
BRIP1	0.0184140797822	0.106	0.945352941176	False	6	1	-0.680310482647
NKAIN2	0.0184140797822	0.106	0.945352941176	False	6	1	-1.72783723352
hsa-mir-6818	0.0184140797822	0.106	0.945352941176	False	4	1	-0.346620181318
MEPE	0.0184140797822	0.106	0.945352941176	False	6	1	-1.39886824381
TC2N	0.0184140797822	0.106	0.945352941176	False	6	1	-0.697034101144
ARMCX5-GPRASP2	0.0184140797822	0.106	0.945352941176	False	6	1	-2.19835443796
CCNA2	0.0184140797822	0.106	0.945352941176	False	6	1	-1.6818964593
ADSS	0.0184140797822	0.106	0.945352941176	False	6	1	-0.904480351752
DMAP1	0.0184140797822	0.106	0.945352941176	False	6	1	-0.391917297455
RSL1D1	0.0184140797822	0.106	0.945352941176	False	6	1	-0.33153011373
NUP188	0.0184140797822	0.106	0.945352941176	False	6	1	-0.423220915444
